"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"ESD-USB     (Volume Label Entry)"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2023-04-06 20:54:46 IST"	"0"	"3"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/ESD-USB     (Volume Label Entry)"
"WPSettings.dat"	".dat"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 20:54:45 IST"	"2023-04-06 20:54:46 IST"	"12"	"135"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/System Volume Information/WPSettings.dat"
"WPSettings.dat-slack"	".dat-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 20:54:45 IST"	"2023-04-06 20:54:46 IST"	"4084"	"135"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/System Volume Information/WPSettings.dat-slack"
"IndexerVolumeGuid"	""	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 20:54:46 IST"	"2023-04-06 20:54:48 IST"	"76"	"138"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/System Volume Information/IndexerVolumeGuid"
"IndexerVolumeGuid-slack"	""	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 20:54:46 IST"	"2023-04-06 20:54:48 IST"	"4020"	"138"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/System Volume Information/IndexerVolumeGuid-slack"
"index.html.txt"	".txt"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 20:55:44 IST"	"2023-04-06 21:11:20 IST"	"158"	"519"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/index.html.txt"
"index.html.txt-slack"	".txt-slack"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 20:55:44 IST"	"2023-04-06 21:11:20 IST"	"3938"	"519"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/index.html.txt-slack"
"New Text Document.txt"	".txt"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:09:17 IST"	"2023-04-06 21:09:18 IST"	"0"	"522"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/New Text Document.txt"
"style.css.txt"	".txt"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:09:17 IST"	"2023-04-06 21:09:42 IST"	"163"	"524"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/style.css.txt"
"style.css.txt-slack"	".txt-slack"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:09:17 IST"	"2023-04-06 21:09:42 IST"	"3933"	"524"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/style.css.txt-slack"
"index.html"	".html"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 20:55:44 IST"	"2023-04-06 21:11:20 IST"	"158"	"526"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/index.html"
"index.html-slack"	".html-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 20:55:44 IST"	"2023-04-06 21:11:20 IST"	"3938"	"526"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/index.html-slack"
"styles.css"	".css"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:09:17 IST"	"2023-04-06 21:14:24 IST"	"142"	"527"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/styles.css"
"styles.css-slack"	".css-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:09:17 IST"	"2023-04-06 21:14:24 IST"	"3954"	"527"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/web page/styles.css-slack"
"_hoto.png"	".png"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:18:34 IST"	"2023-04-06 21:18:36 IST"	"0"	"901"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/_hoto.png"
"photo.png.crdownload"	".crdownload"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:18:11 IST"	"2023-04-06 21:18:12 IST"	"236333"	"904"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo.png.crdownload"
"photo.png.crdownload-slack"	".crdownload-slack"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:18:11 IST"	"2023-04-06 21:18:12 IST"	"1235"	"904"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo.png.crdownload-slack"
"photo.png"	".png"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:18:34 IST"	"2023-04-06 21:18:12 IST"	"236333"	"905"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo.png"
"photo.png-slack"	".png-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:18:34 IST"	"2023-04-06 21:18:12 IST"	"1235"	"905"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo.png-slack"
"jason-blackeye-364785-2.jpg"	".jpg"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:02 IST"	"2023-04-06 21:19:04 IST"	"0"	"909"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/jason-blackeye-364785-2.jpg"
"jason-blackeye-364785-2.jpg"	".jpg"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:02 IST"	"2023-04-06 21:19:00 IST"	"100064"	"913"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/jason-blackeye-364785-2.jpg"
"jason-blackeye-364785-2.jpg-slack"	".jpg-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:02 IST"	"2023-04-06 21:19:00 IST"	"2336"	"913"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/jason-blackeye-364785-2.jpg-slack"
"photo-1575936123452-b67c3203c357.jpg"	".jpg"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:18 IST"	"2023-04-06 21:19:20 IST"	"0"	"917"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo-1575936123452-b67c3203c357.jpg"
"photo-1575936123452-b67c3203c357.jpg.crdownload"	".crdownload"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:16 IST"	"2023-04-06 21:19:18 IST"	"99768"	"922"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo-1575936123452-b67c3203c357.jpg.crdownload"
"photo-1575936123452-b67c3203c357.jpg.crdownload-slack"	".crdownload-slack"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:16 IST"	"2023-04-06 21:19:18 IST"	"2632"	"922"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo-1575936123452-b67c3203c357.jpg.crdownload-slack"
"photo-1575936123452-b67c3203c357.jpg"	".jpg"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:18 IST"	"2023-04-06 21:19:18 IST"	"99768"	"926"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo-1575936123452-b67c3203c357.jpg"
"photo-1575936123452-b67c3203c357.jpg-slack"	".jpg-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:19:18 IST"	"2023-04-06 21:19:18 IST"	"2632"	"926"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/photo-1575936123452-b67c3203c357.jpg-slack"
"istockphoto-636761588-612x612.jpg"	".jpg"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:20:23 IST"	"2023-04-06 21:20:24 IST"	"0"	"930"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/istockphoto-636761588-612x612.jpg"
"istockphoto-636761588-612x612.jpg.crdownload"	".crdownload"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:20:22 IST"	"2023-04-06 21:20:24 IST"	"55695"	"935"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/istockphoto-636761588-612x612.jpg.crdownload"
"istockphoto-636761588-612x612.jpg.crdownload-slack"	".crdownload-slack"	"r"	"yes"	"2023-04-06 00:00:00 IST"	"2023-04-06 21:20:22 IST"	"2023-04-06 21:20:24 IST"	"1649"	"935"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/istockphoto-636761588-612x612.jpg.crdownload-slack"
"istockphoto-636761588-612x612.jpg"	".jpg"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:20:23 IST"	"2023-04-06 21:20:24 IST"	"55695"	"939"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/istockphoto-636761588-612x612.jpg"
"istockphoto-636761588-612x612.jpg-slack"	".jpg-slack"	"r"	""	"2023-04-06 00:00:00 IST"	"2023-04-06 21:20:23 IST"	"2023-04-06 21:20:24 IST"	"1649"	"939"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/images/istockphoto-636761588-612x612.jpg-slack"
"$MBR"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"512"	"241958915"	"null"	"unknown"	"v---------"	"/img_E:/$MBR"
"$FAT1"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7561728"	"241958916"	"null"	"unknown"	"v---------"	"/img_E:/$FAT1"
"$FAT2"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7561728"	"241958917"	"null"	"unknown"	"v---------"	"/img_E:/$FAT2"
"$OrphanFiles"	""	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_E:/$OrphanFiles"
"BOOTSE~1.MUI"	".MUI"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:11 IST"	"2021-11-04 20:59:58 IST"	"16384"	"103943"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/BOOTSE~1.MUI"
"chs_boot.ttf"	".ttf"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:11 IST"	"2021-11-04 20:59:58 IST"	"3695640"	"104709"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/chs_boot.ttf"
"chs_boot.ttf-slack"	".ttf-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:11 IST"	"2021-11-04 20:59:58 IST"	"3048"	"104709"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/chs_boot.ttf-slack"
"cht_boot.ttf"	".ttf"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:12 IST"	"2021-11-04 21:00:00 IST"	"3878304"	"104710"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/cht_boot.ttf"
"cht_boot.ttf-slack"	".ttf-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:12 IST"	"2021-11-04 21:00:00 IST"	"608"	"104710"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/cht_boot.ttf-slack"
"jpn_boot.ttf"	".ttf"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:12 IST"	"2021-11-04 20:59:58 IST"	"1985760"	"104711"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/jpn_boot.ttf"
"jpn_boot.ttf-slack"	".ttf-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:12 IST"	"2021-11-04 20:59:58 IST"	"800"	"104711"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/jpn_boot.ttf-slack"
"kor_boot.ttf"	".ttf"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:14 IST"	"2021-11-04 20:59:58 IST"	"2372916"	"104712"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/kor_boot.ttf"
"kor_boot.ttf-slack"	".ttf-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:14 IST"	"2021-11-04 20:59:58 IST"	"2764"	"104712"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/kor_boot.ttf-slack"
"MALGUN~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"192872"	"104715"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MALGUN~1.TTF"
"MALGUN~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"3736"	"104715"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MALGUN~1.TTF-slack"
"MALGUN~2.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"195260"	"104718"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MALGUN~2.TTF"
"MALGUN~2.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"1348"	"104718"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MALGUN~2.TTF-slack"
"MALGUN~3.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"82336"	"104721"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MALGUN~3.TTF"
"MALGUN~3.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"3680"	"104721"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MALGUN~3.TTF-slack"
"MEIRYO~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"163164"	"104724"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MEIRYO~1.TTF"
"MEIRYO~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"676"	"104724"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MEIRYO~1.TTF-slack"
"MEIRYO~2.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"164776"	"104727"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MEIRYO~2.TTF"
"MEIRYO~2.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"3160"	"104727"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MEIRYO~2.TTF-slack"
"MEIRYO~3.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"91552"	"104730"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MEIRYO~3.TTF"
"MEIRYO~3.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"2656"	"104730"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MEIRYO~3.TTF-slack"
"MSJHN_~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"180352"	"104733"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSJHN_~1.TTF"
"MSJHN_~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"3968"	"104733"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSJHN_~1.TTF-slack"
"MSJH_B~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"182364"	"104735"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSJH_B~1.TTF"
"MSJH_B~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"1956"	"104735"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSJH_B~1.TTF-slack"
"MSJH_C~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"203756"	"104738"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSJH_C~1.TTF"
"MSJH_C~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"1044"	"104738"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSJH_C~1.TTF-slack"
"MSYHN_~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"172424"	"104741"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSYHN_~1.TTF"
"MSYHN_~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"3704"	"104741"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSYHN_~1.TTF-slack"
"MSYH_B~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"174252"	"104743"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSYH_B~1.TTF"
"MSYH_B~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"1876"	"104743"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSYH_B~1.TTF-slack"
"MSYH_C~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"97428"	"104746"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSYH_C~1.TTF"
"MSYH_C~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"876"	"104746"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MSYH_C~1.TTF-slack"
"SEGMON~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"44780"	"104749"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SEGMON~1.TTF"
"SEGMON~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"276"	"104749"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SEGMON~1.TTF-slack"
"SEGOEN~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"101632"	"104752"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SEGOEN~1.TTF"
"SEGOEN~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"768"	"104752"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SEGOEN~1.TTF-slack"
"SEGOE_~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"101912"	"104755"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SEGOE_~1.TTF"
"SEGOE_~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"488"	"104755"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/SEGOE_~1.TTF-slack"
"WGL4_B~1.TTF"	".TTF"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"48984"	"104757"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/WGL4_B~1.TTF"
"WGL4_B~1.TTF-slack"	".TTF-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 20:59:58 IST"	"168"	"104757"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/WGL4_B~1.TTF-slack"
"bootres.dll"	".dll"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"172368"	"579845"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/bootres.dll"
"bootres.dll-slack"	".dll-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:15 IST"	"2021-11-04 21:00:00 IST"	"3760"	"579845"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/bootres.dll-slack"
"BOOTRE~1.DLL"	".DLL"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:16 IST"	"2021-11-04 20:59:58 IST"	"110912"	"579848"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/BOOTRE~1.DLL"
"BOOTRE~1.DLL-slack"	".DLL-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:16 IST"	"2021-11-04 20:59:58 IST"	"3776"	"579848"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/BOOTRE~1.DLL-slack"
".."	"."	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_E:/$OrphanFiles/boot/.."
"bootx64.efi"	".efi"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:16 IST"	"2021-11-04 20:59:58 IST"	"2019136"	"665605"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/boot/bootx64.efi"
"bootx64.efi-slack"	".efi-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:16 IST"	"2021-11-04 20:59:58 IST"	"192"	"665605"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/boot/bootx64.efi-slack"
".."	"."	"v"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"v---------"	"/img_E:/$OrphanFiles/MICROS~1/.."
"bcd"	""	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 21:00:00 IST"	"16384"	"728965"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/bcd"
"cdboot.efi"	".efi"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 21:00:00 IST"	"889672"	"728966"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cdboot.efi"
"cdboot.efi-slack"	".efi-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 21:00:00 IST"	"3256"	"728966"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cdboot.efi-slack"
"cdboot_noprompt.efi"	".efi"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 21:00:00 IST"	"889664"	"728969"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cdboot_noprompt.efi"
"cdboot_noprompt.efi-slack"	".efi-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 21:00:00 IST"	"3264"	"728969"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cdboot_noprompt.efi-slack"
"{5dac656c-21ad-4a02-ab49-649917162e70}.cip"	".cip"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 20:59:58 IST"	"10460"	"785545"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cipolicies/active/{5dac656c-21ad-4a02-ab49-649917162e70}.cip"
"{5dac656c-21ad-4a02-ab49-649917162e70}.cip-slack"	".cip-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 20:59:58 IST"	"1828"	"785545"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cipolicies/active/{5dac656c-21ad-4a02-ab49-649917162e70}.cip-slack"
"{82443e1e-8a39-4b4a-96a8-f40ddc00b9f3}.cip"	".cip"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 20:59:58 IST"	"26976"	"785550"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cipolicies/active/{82443e1e-8a39-4b4a-96a8-f40ddc00b9f3}.cip"
"{82443e1e-8a39-4b4a-96a8-f40ddc00b9f3}.cip-slack"	".cip-slack"	"r"	"yes"	"2022-09-10 00:00:00 IST"	"2022-09-10 01:22:17 IST"	"2021-11-04 20:59:58 IST"	"1696"	"785550"	"null"	"unknown"	"rrwxrwxrwx"	"/img_E:/$OrphanFiles/MICROS~1/boot/cipolicies/active/{82443e1e-8a39-4b4a-96a8-f40ddc00b9f3}.cip-slack"
